g.m, g.h, g.w, a.m, a.h, a.w, b.m, b.h, b.w, P_subfunctionlization, P_conservation, P_newfunctionlizatoin, P_pseudogenization, P_specialization, ig_a, ig_b, ia_g, ib_g, ig_a_plus_b, ia_plus_b_g, pa, pb 
0.464,0.828,0.098,0.488,0.604,0.08,0.438,0.552,0.08,0.329121,0.306903,0.0150574,0.047619,0.381565,0.579744,0.529376,0.973567,0.972729,0.599357,1.02242,0,0.047619
